,Date,TA-pob√≥r,TA-generacja,pv,Heating,HotWater,ProducedHeating,ProducedHotWater,CoP,year,month,day
232,2021-12-19,29.606,0.0,1.48,21.45,2.41,58.49,4.66,2.646689019279128,2021,12,19
233,2021-12-20,41.007,0.01,1.99,31.67,3.11,74.51,5.06,2.287809085681426,2021,12,20
234,2021-12-21,44.36,0.649,7.05,34.73,3.7,74.25,6.05,2.089513400988811,2021,12,21
235,2021-12-22,47.171,2.797,10.21,37.33,6.09,78.04,9.62,2.018885306310456,2021,12,22
236,2021-12-23,57.242,0.013,2.99,38.74,5.06,83.34,8.62,2.099543378995434,2021,12,23
237,2021-12-24,40.756,0.001,1.04,28.05,3.53,68.57,7.09,2.395820139328689,2021,12,24
238,2021-12-25,52.091,8.511,19.79,46.45,6.1,96.94,9.39,2.023406279733587,2021,12,25
239,2021-12-26,53.586,14.289,28.57,54.4,4.84,103.79,6.89,1.868332207967589,2021,12,26
240,2021-12-27,49.702,16.494,26.22,45.59,5.56,87.16,8.52,1.870576735092864,2021,12,27
241,2021-12-28,51.27,0.527,8.29,37.45,4.4,81.1,7.15,2.108721624850657,2021,12,28
242,2021-12-29,37.75,0.541,3.01,27.65,2.38,70.68,4.33,2.497835497835498,2021,12,29
243,2021-12-30,29.959,0.486,2.48,17.43,5.06,52.16,10.11,2.76878612716763,2021,12,30
244,2021-12-31,23.781,0.942,2.6,12.48,2.64,42.78,5.81,3.213624338624339,2021,12,31
245,2022-12-01,44.364,0.004,1.25,24.86,4.39,58.21,6.86,2.224615384615384,2022,12,1
246,2022-12-02,41.631,0.002,0.64,27.39,2.66,64.69,4.59,2.30549084858569,2022,12,2
247,2022-12-03,43.855,0.007,2.38,27.76,5.88,70.05,9.62,2.368311533888228,2022,12,3
248,2022-12-04,28.449,10.586,19.53,22.83,3.81,53.24,7.09,2.264639639639639,2022,12,4
249,2022-12-05,39.811,0.035,1.57,24.93,4.99,61.53,9.88,2.386697860962566,2022,12,5
250,2022-12-06,37.741,0.038,1.05,25.5,3.02,61.56,5.4,2.347826086956522,2022,12,6
251,2022-12-07,36.476,2.485,6.45,26.12,4.13,57.7,6.83,2.133223140495868,2022,12,7
252,2022-12-08,30.999,1.157,7.12,26.08,3.87,60.34,6.82,2.242404006677796,2022,12,8
253,2022-12-09,32.343,9.691,17.08,27.2,3.24,59.66,5.45,2.138961892247043,2022,12,9
254,2022-12-10,46.772,0.0,1.07,23.37,7.02,54.99,12.19,2.210595590654821,2022,12,10
255,2022-12-11,45.51,0.0,0.47,30.71,4.37,73.72,7.4,2.312428734321551,2022,12,11
256,2022-12-12,51.841,0.0,0.43,31.93,6.24,75.9,9.66,2.241550956248362,2022,12,12
257,2022-12-13,51.757,0.044,2.79,34.97,5.14,77.59,6.57,2.098229867863376,2022,12,13
258,2022-12-14,46.554,1.79,9.85,40.97,4.21,77.31,6.91,1.864099158919876,2022,12,14
259,2022-12-15,48.729,2.275,5.14,38.49,5.13,75.29,7.24,1.892022008253095,2022,12,15
260,2022-12-16,62.627,0.0,0.13,41.81,6.34,83.95,9.67,1.944340602284528,2022,12,16
261,2022-12-17,66.311,0.0,0.03,41.62,8.92,82.94,13.8,1.914127423822715,2022,12,17
262,2022-12-18,61.511,0.0,0.19,44.74,6.62,83.94,9.38,1.816978193146417,2022,12,18
263,2022-12-19,50.252,0.023,2.8,41.03,4.09,78.84,7.5,1.913563829787234,2022,12,19
264,2022-12-20,40.468,0.409,5.07,33.41,4.01,70.29,7.03,2.06627471940139,2022,12,20
265,2022-12-21,50.866,0.005,2.24,27.86,8.35,61.82,15.42,2.133112399889533,2022,12,21
266,2022-12-22,41.386,0.214,2.96,21.29,5.62,48.51,11.19,2.21850613154961,2022,12,22
267,2022-12-23,28.439,0.234,2.64,15.49,3.92,37.77,8.109,2.363678516228748,2022,12,23
268,2022-12-24,29.871,0.161,1.71,19.12,5.57,44.93,11.91,2.302146618063993,2022,12,24
269,2022-12-25,18.551,19.357,24.45,15.06,2.68,33.81,5.25,2.201803833145434,2022,12,25
270,2022-12-26,29.32,5.448,8.9,12.48,5.9,25.96,12.52,2.093579978237214,2022,12,26
271,2022-12-27,26.516,8.743,12.7,21.87,1.75,56.1,3.53,2.524555461473328,2022,12,27
272,2022-12-28,40.095,0.774,6.24,24.65,3.68,56.87,6.34,2.23120367102012,2022,12,28
273,2022-12-29,26.674,1.971,7.15,21.18,3.2,57.87,6.4,2.636177194421657,2022,12,29
274,2022-12-30,22.624,22.329,25.64,12.43,3.969,31.5,7.58,2.383072138545033,2022,12,30
275,2022-12-31,24.018,6.278,10.2,0.0,0.0,0.0,0.0,0.0,2022,12,31
276,2021-01-01,41.305,0.043,2.82,35.68,1.21,73.77,2.36,2.063702900515044,2021,1,1
277,2021-01-02,48.595,0.016,3.05,35.01,4.6,72.83,9.04,2.066902297399646,2021,1,2
278,2021-01-03,41.619,0.557,3.68,31.81,3.09,72.38,5.89,2.24269340974212,2021,1,3
279,2021-01-04,45.505,0.0,1.56,31.24,4.4,75.22,9.44,2.375420875420875,2021,1,4
280,2021-01-05,43.437,0.002,0.87,32.57,2.33,73.6,3.79,2.217478510028653,2021,1,5
281,2021-01-06,44.423,0.313,3.47,33.26,3.31,73.48,6.12,2.176647525293957,2021,1,6
282,2021-01-07,41.034,0.01,1.53,32.83,1.99,71.82,3.81,2.172027570361861,2021,1,7
283,2021-01-08,33.363,9.689,17.06,28.47,2.06,60.93,3.92,2.124140189977072,2021,1,8
284,2021-01-09,38.17,0.047,3.48,28.56,3.42,61.08,6.49,2.112883051907442,2021,1,9
285,2021-01-10,40.633,0.023,1.85,30.11,3.53,65.64,6.06,2.131391200951248,2021,1,10
286,2021-01-11,34.26,11.156,18.86,32.659,2.62,66.51,4.89,2.023866889651067,2021,1,11
287,2021-01-12,39.208,0.009,3.1,31.7,1.609,71.67,3.36,2.252544357380888,2021,1,12
288,2021-01-13,46.058,0.068,2.76,36.65,3.28,81.16,6.08,2.184823441021788,2021,1,13
289,2021-01-14,44.153,0.001,0.58,36.01,1.42,76.5,2.4,2.10793481164841,2021,1,14
290,2021-01-15,47.702,0.0,0.19,36.34,3.68,72.43,7.39,1.994502748625687,2021,1,15
291,2021-01-16,57.698,0.0,0.7,37.18,9.0,75.62,15.45,1.972065829363361,2021,1,16
292,2021-01-17,55.593,0.804,10.27,54.43,2.27,90.11,2.73,1.637389770723104,2021,1,17
293,2021-01-18,85.317,0.051,4.1,77.53,2.94,129.08,4.08,1.654778178203057,2021,1,18
294,2021-01-19,46.499,0.297,4.13,36.44,2.91,83.31,5.55,2.258195679796696,2021,1,19
295,2021-01-20,29.058,12.7,20.6,26.46,2.21,63.9,4.4,2.382281130101151,2021,1,20
296,2021-01-21,32.863,6.86,16.06,27.21,4.1,66.73,8.79,2.412008942829767,2021,1,21
297,2021-01-22,18.682,14.916,17.79,14.1,1.17,32.59,2.51,2.298624754420433,2021,1,22
298,2021-01-23,22.931,2.52,5.91,22.45,0.75,56.61,1.44,2.502155172413793,2021,1,23
299,2021-01-24,33.626,0.265,2.82,29.65,1.92,63.06,3.84,2.119100411783339,2021,1,24
300,2021-01-25,37.539,0.003,2.27,29.51,2.17,61.9,4.07,2.082386363636364,2021,1,25
301,2021-01-26,35.933,0.822,6.81,29.25,2.21,62.72,3.69,2.110934520025429,2021,1,26
302,2021-01-27,39.155,1.891,7.14,28.73,4.49,62.77,8.14,2.134557495484648,2021,1,27
303,2021-01-28,40.758,0.005,3.01,33.49,3.07,74.14,6.01,2.192286652078775,2021,1,28
304,2021-01-29,35.52,4.445,12.85,35.09,2.14,72.96,3.6,2.056406124093473,2021,1,29
305,2021-01-30,55.205,0.0,0.15,40.73,5.4,84.38,10.3,2.052460437892911,2021,1,30
306,2021-01-31,55.04,6.372,17.42,52.74,5.1,96.77,8.57,1.821230982019364,2021,1,31
307,2022-01-01,20.699,0.011,2.04,9.13,5.14,28.35,11.05,2.761037140854941,2022,1,1
308,2022-01-02,21.091,2.911,6.16,10.52,4.1,31.47,8.25,2.716826265389877,2022,1,2
309,2022-01-03,18.326,2.359,7.74,10.97,2.3,31.97,4.43,2.743029389600603,2022,1,3
310,2022-01-04,29.875,0.062,2.53,17.59,3.77,49.48,7.22,2.654494382022472,2022,1,4
311,2022-01-05,35.931,0.0,1.85,20.76,3.65,51.62,6.7,2.389184760344121,2022,1,5
312,2022-01-06,39.427,1.162,5.47,27.29,7.2,63.45,12.0,2.187590605972745,2022,1,6
313,2022-01-07,45.116,9.114,13.92,30.79,5.78,67.86,9.95,2.127700300793,2022,1,7
314,2022-01-08,47.678,0.495,4.89,31.61,6.57,68.81,11.44,2.101885804085909,2022,1,8
315,2022-01-09,39.001,15.257,24.38,30.44,5.0,67.6,8.02,2.133747178329571,2022,1,9
316,2022-01-10,34.958,6.101,14.1,29.04,5.27,67.81,8.06,2.211308656368406,2022,1,10
317,2022-01-11,42.196,14.701,26.6,38.94,5.2,78.8,7.93,1.964884458541006,2022,1,11
318,2022-01-12,48.559,5.274,13.54,34.48,4.35,72.28,7.25,2.048158640226629,2022,1,12
319,2022-01-13,35.74,0.284,4.2,27.28,4.019,67.39,7.63,2.396881689510847,2022,1,13
320,2022-01-14,36.736,0.001,1.4,27.11,2.56,69.04,4.85,2.490394337714863,2022,1,14
321,2022-01-15,39.565,7.743,15.98,27.73,7.57,63.9,12.28,2.158073654390935,2022,1,15
322,2022-01-16,34.3,9.171,17.56,28.59,4.22,64.64,6.88,2.179823224626638,2022,1,16
323,2022-01-17,36.085,0.92,5.28,26.46,4.99,66.36,8.49,2.379968203497615,2022,1,17
324,2022-01-18,39.58,1.831,9.8,32.65,4.26,73.96,6.75,2.186670279057166,2022,1,18
325,2022-01-19,32.162,20.483,27.66,21.81,4.55,54.08,7.72,2.344461305007587,2022,1,19
326,2022-01-20,38.282,5.762,12.44,29.67,4.01,71.38,6.49,2.312054631828979,2022,1,20
327,2022-01-21,39.599,6.208,16.43,36.87,4.72,79.16,7.74,2.089444578023564,2022,1,21
328,2022-01-22,50.731,1.209,9.65,44.17,7.0,96.01,11.32,2.097518076998241,2022,1,22
329,2022-01-23,39.497,0.277,5.37,34.5,3.36,73.15,5.33,2.072900158478606,2022,1,23
330,2022-01-24,42.601,0.651,6.75,26.87,5.12,61.72,8.76,2.203188496405127,2022,1,24
331,2022-01-25,38.531,4.762,8.58,29.0,3.98,72.82,7.51,2.435718617343845,2022,1,25
332,2022-01-26,44.017,0.007,2.43,24.55,4.75,62.75,8.51,2.432081911262799,2022,1,26
333,2022-01-27,42.084,0.011,3.29,25.35,4.89,61.96,9.07,2.348875661375661,2022,1,27
334,2022-01-28,38.852,0.077,2.93,28.85,3.43,75.52,6.67,2.546158612143742,2022,1,28
335,2022-01-29,41.008,0.063,4.3,28.34,6.23,69.75,12.41,2.376627133352618,2022,1,29
336,2022-01-30,36.857,0.29,4.09,25.33,5.45,73.31,9.59,2.693307342430149,2022,1,30
337,2022-01-31,40.889,0.053,4.49,0.0,0.0,0.0,0.0,0.0,2022,1,31
338,2021-02-01,43.472,19.077,35.83,53.13,1.33,98.59,2.36,1.853654058024238,2021,2,1
339,2021-02-02,45.873,0.649,7.06,38.29,3.62,82.84,6.75,2.137675972321642,2021,2,2
340,2021-02-03,25.482,8.946,14.76,21.96,1.95,55.01,3.98,2.467168548724383,2021,2,3
341,2021-02-04,32.714,0.569,5.4,28.75,2.63,64.37,5.45,2.224984066284257,2021,2,4
342,2021-02-05,40.921,0.063,4.46,35.07,1.92,73.22,3.5,2.074074074074074,2021,2,5
343,2021-02-06,42.353,0.652,7.67,42.18,3.42,89.8,6.64,2.114912280701754,2021,2,6
344,2021-02-07,62.01,0.044,4.21,54.47,3.91,102.79,5.77,1.859540938677629,2021,2,7
345,2021-02-08,73.887,0.082,4.91,69.09,2.23,119.09,3.71,1.721817162086371,2021,2,8
346,2021-02-09,81.374,0.007,0.9,72.6,3.3,112.6,5.04,1.549934123847167,2021,2,9
347,2021-02-10,78.41,0.003,0.57,65.81,3.26,108.48,5.79,1.654408571014913,2021,2,10
348,2021-02-11,78.812,0.005,1.1,71.38,2.45,113.99,3.8,1.595421915210619,2021,2,11
349,2021-02-12,82.709,0.033,2.62,72.61,2.8,114.04,4.03,1.565707465853335,2021,2,12
350,2021-02-13,77.514,0.036,2.62,65.03,2.89,112.49,5.45,1.736454652532391,2021,2,13
351,2021-02-14,47.752,20.732,36.6,53.46,4.0,95.02,6.93,1.774277758440654,2021,2,14
352,2021-02-15,42.573,23.218,38.7,49.34,2.6,90.27,3.53,1.805929919137466,2021,2,15
353,2021-02-16,42.251,0.206,5.81,38.43,2.49,77.46,4.29,1.997800586510264,2021,2,16
354,2021-02-17,41.538,0.151,5.2,31.5,3.08,69.78,6.33,2.200983227299017,2021,2,17
355,2021-02-18,31.589,1.025,8.97,28.09,2.99,67.63,6.71,2.391891891891892,2021,2,18
356,2021-02-19,28.051,9.146,15.89,25.64,2.24,59.04,4.22,2.269010043041607,2021,2,19
357,2021-02-20,26.391,28.584,41.47,23.87,4.36,52.49,9.35,2.190577399929154,2021,2,20
358,2021-02-21,24.981,37.341,46.33,22.15,3.11,47.56,5.8,2.11243072050673,2021,2,21
359,2021-02-22,23.774,34.082,42.92,21.67,2.43,44.78,4.2,2.032365145228216,2021,2,22
360,2021-02-23,23.878,21.739,32.68,26.64,2.79,57.63,5.43,2.142711518858308,2021,2,23
361,2021-02-24,14.908,27.44,34.8,13.92,2.48,30.09,5.84,2.190853658536585,2021,2,24
362,2021-02-25,13.675,31.044,39.26,11.9,2.16,29.72,5.02,2.470839260312945,2021,2,25
363,2021-02-26,21.587,24.152,30.11,18.86,0.99,48.76,2.13,2.563727959697733,2021,2,26
364,2021-02-27,24.078,6.28,14.33,21.64,3.99,56.49,9.65,2.580569644947328,2021,2,27
365,2021-02-28,21.502,42.831,50.96,18.83,2.19,48.08,4.79,2.515223596574691,2021,2,28
366,2022-02-01,42.418,0.029,2.77,30.41,3.92,70.76,7.0,2.265074279056219,2022,2,1
367,2022-02-02,35.61,1.647,7.34,26.24,5.1,69.59,9.79,2.53286534779834,2022,2,2
368,2022-02-03,32.004,22.084,34.08,19.66,5.78,47.16,11.35,2.299921383647799,2022,2,3
369,2022-02-04,18.383,2.408,5.09,12.17,3.69,33.63,7.32,2.581967213114754,2022,2,4
370,2022-02-05,20.715,10.104,15.93,22.71,0.0,65.26,0.0,2.873623954205196,2022,2,5
371,2022-02-06,24.768,0.202,4.86,24.18,1.66,67.18,3.21,2.724071207430341,2022,2,6
372,2022-02-07,37.198,6.448,13.75,31.5,3.08,83.72,5.92,2.59224985540775,2022,2,7
373,2022-02-08,36.707,0.267,5.72,27.35,3.78,74.44,7.82,2.64246707356248,2022,2,8
374,2022-02-09,25.634,0.003,2.51,16.94,3.49,57.6,6.92,3.158100832109643,2022,2,9
375,2022-02-10,18.511,16.465,22.76,11.37,2.86,31.54,6.21,2.652846099789178,2022,2,10
376,2022-02-11,30.958,0.181,4.34,23.36,4.28,58.89,7.6,2.405571635311143,2022,2,11
377,2022-02-12,25.791,28.592,39.23,25.46,4.37,58.71,7.81,2.229969829031177,2022,2,12
378,2022-02-13,26.404,30.292,40.47,25.12,4.059,58.62,7.26,2.257788135302786,2022,2,13
379,2022-02-14,26.329,32.804,45.76,20.04,4.79,45.37,8.73,2.178815948449456,2022,2,14
380,2022-02-15,26.219,6.993,12.58,20.09,3.98,57.13,7.33,2.678022434565849,2022,2,15
381,2022-02-16,25.162,16.956,23.76,17.38,4.08,49.75,7.68,2.67614165890028,2022,2,16
382,2022-02-17,24.558,17.627,21.37,17.42,3.98,49.81,7.7,2.687383177570093,2022,2,17
383,2022-02-18,26.056,23.931,32.04,20.23,3.32,53.39,6.48,2.542250530785562,2022,2,18
384,2022-02-19,29.912,3.398,11.83,21.06,5.15,56.11,9.63,2.508202975963373,2022,2,19
385,2022-02-20,29.975,4.316,11.03,24.31,4.5,67.67,8.7,2.650815688996876,2022,2,20
386,2022-02-21,22.666,16.32,21.07,18.56,3.469,52.92,6.72,2.707340324118208,2022,2,21
387,2022-02-22,23.774,15.962,22.94,20.11,3.7,53.41,7.02,2.538009239815204,2022,2,22
388,2022-02-23,32.499,13.007,24.37,18.87,6.07,51.37,11.24,2.510425020048115,2022,2,23
389,2022-02-24,21.63,29.234,38.05,20.58,3.32,50.14,6.45,2.367782426778243,2022,2,24
390,2022-02-25,21.677,34.42,41.82,18.44,3.76,47.74,7.01,2.466216216216216,2022,2,25
391,2022-02-26,28.677,1.676,10.06,21.14,4.8,51.61,9.31,2.348496530454896,2022,2,26
392,2022-02-27,35.823,0.808,9.03,29.48,4.48,67.17,7.4,2.195818610129564,2022,2,27
393,2022-02-28,25.724,37.924,53.25,30.34,3.53,64.45,5.939,2.078210806023029,2022,2,28
394,2021-03-01,31.352,0.151,4.89,26.74,2.63,67.49,6.19,2.508682328907048,2021,3,1
395,2021-03-02,25.775,26.387,39.1,26.22,2.93,64.53,6.92,2.451114922813036,2021,3,2
396,2021-03-03,15.008,40.912,49.83,14.36,1.77,36.5,3.89,2.504029758214507,2021,3,3
397,2021-03-04,18.869,25.03,30.64,16.59,2.7,43.25,6.52,2.580093312597201,2021,3,4
398,2021-03-05,30.494,9.143,20.66,28.71,2.22,65.209,4.47,2.252796637568704,2021,3,5
399,2021-03-06,27.349,33.97,51.0,29.27,4.4,65.459,10.66,2.260736560736561,2021,3,6
400,2021-03-07,30.315,11.311,19.88,21.65,4.689,51.59,9.47,2.31823531645089,2021,3,7
401,2021-03-08,30.629,23.213,31.32,26.84,3.36,60.88,6.11,2.218211920529801,2021,3,8
402,2021-03-09,23.866,32.843,41.55,26.35,1.47,55.86,2.82,2.109273903666427,2021,3,9
403,2021-03-10,25.699,35.391,50.25,29.34,3.95,64.519,7.41,2.160678882547312,2021,3,10
404,2021-03-11,35.355,0.255,7.68,29.23,3.7,71.07,8.74,2.423625873064076,2021,3,11
405,2021-03-12,20.959,21.535,24.08,17.28,1.12,43.67,2.48,2.508152173913043,2021,3,12
406,2021-03-13,24.394,17.119,21.94,16.8,4.059,45.35,9.69,2.638669159595378,2021,3,13
407,2021-03-14,27.292,7.587,13.72,20.66,2.74,53.5,6.06,2.545299145299146,2021,3,14
408,2021-03-15,25.395,11.981,21.43,23.52,2.87,56.88,6.19,2.389920424403183,2021,3,15
409,2021-03-16,35.564,0.475,6.05,27.52,1.96,71.65,4.14,2.57089552238806,2021,3,16
410,2021-03-17,29.623,3.417,9.71,24.36,3.29,60.72,7.16,2.45497287522604,2021,3,17
411,2021-03-18,23.979,24.223,36.08,26.88,2.37,63.32,4.09,2.304615384615385,2021,3,18
412,2021-03-19,29.019,14.636,25.6,29.96,1.51,68.96,2.45,2.26914521766762,2021,3,19
413,2021-03-20,35.299,16.985,27.2,26.28,6.3,54.08,12.59,2.046347452424801,2021,3,20
414,2021-03-21,35.814,0.612,8.65,32.45,3.02,78.55,6.16,2.388215393290104,2021,3,21
415,2021-03-22,28.261,17.855,30.67,30.26,2.009,68.79,3.98,2.255105519228982,2021,3,22
416,2021-03-23,27.554,0.8,8.25,24.79,3.17,62.74,7.43,2.509656652360515,2021,3,23
417,2021-03-24,17.586,0.764,7.97,15.42,2.49,43.04,5.06,2.685650474595198,2021,3,24
418,2021-03-25,19.203,45.909,51.89,16.65,2.1,44.83,4.76,2.6448,2021,3,25
419,2021-03-26,20.337,33.157,42.61,16.46,3.5,43.66,8.39,2.607715430861723,2021,3,26
420,2021-03-27,19.094,15.207,20.85,9.97,4.49,25.62,11.07,2.537344398340249,2021,3,27
421,2021-03-28,19.226,27.568,36.62,17.39,2.7,44.35,5.83,2.497760079641613,2021,3,28
422,2021-03-29,17.532,17.78,20.91,13.32,2.23,37.97,5.63,2.803858520900322,2021,3,29
423,2021-03-30,11.158,49.813,56.93,6.65,2.37,17.41,6.19,2.616407982261641,2021,3,30
424,2021-03-31,7.348,46.007,56.18,7.59,2.98,22.37,7.62,2.837275307473983,2021,3,31
425,2022-03-01,29.227,35.654,51.96,27.46,5.25,59.92,9.13,2.110975236930602,2022,3,1
426,2022-03-02,29.443,37.282,51.98,29.43,5.95,62.28,10.87,2.067552289429056,2022,3,2
427,2022-03-03,28.545,34.132,48.09,31.54,2.49,68.29,4.48,2.138407287687334,2022,3,3
428,2022-03-04,38.183,0.613,8.18,29.68,3.99,69.3,6.83,2.261063261063261,2022,3,4
429,2022-03-05,39.107,2.384,11.31,29.63,5.67,67.28,10.34,2.19886685552408,2022,3,5
430,2022-03-06,38.607,4.016,9.86,27.2,6.2,60.6,11.02,2.144311377245509,2022,3,6
431,2022-03-07,25.834,23.314,36.77,29.46,2.73,66.74,5.03,2.229574401988195,2022,3,7
432,2022-03-08,28.643,30.717,40.67,26.33,4.939,56.8,8.62,2.092167961879178,2022,3,8
433,2022-03-09,22.517,42.583,55.62,22.8,3.55,51.45,6.28,2.19089184060721,2022,3,9
434,2022-03-10,29.42,48.625,59.44,20.62,5.47,47.87,9.27,2.190111153698735,2022,3,10
435,2022-03-11,23.307,46.975,59.67,24.33,3.24,52.2,5.36,2.087776568734131,2022,3,11
436,2022-03-12,22.131,42.978,57.72,22.41,5.81,49.25,11.15,2.140326009922041,2022,3,12
437,2022-03-13,18.28,45.633,57.02,15.47,5.26,36.47,10.09,2.246020260492041,2022,3,13
438,2022-03-14,17.066,42.568,56.53,14.91,2.89,35.86,5.84,2.342696629213483,2022,3,14
439,2022-03-15,16.43,33.288,38.86,9.15,4.61,23.6,9.59,2.412063953488372,2022,3,15
440,2022-03-16,17.657,30.223,38.29,15.39,3.63,43.1,6.81,2.624079915878023,2022,3,16
441,2022-03-17,20.048,18.467,25.29,14.83,3.6,37.73,6.73,2.412371134020618,2022,3,17
442,2022-03-18,18.14,38.403,49.95,16.3,3.84,40.01,6.92,2.330188679245283,2022,3,18
443,2022-03-19,21.286,43.415,57.39,19.92,3.85,48.97,7.36,2.369793857803955,2022,3,19
444,2022-03-20,19.01,46.623,58.39,12.79,6.25,29.2,11.55,2.140231092436975,2022,3,20
445,2022-03-21,16.002,51.116,60.21,13.67,4.16,31.75,7.36,2.193494111048794,2022,3,21
446,2022-03-22,15.524,47.487,58.34,14.06,3.24,33.83,6.93,2.356069364161849,2022,3,22
447,2022-03-23,18.034,50.238,59.17,13.73,3.66,32.57,7.78,2.320299022426682,2022,3,23
448,2022-03-24,22.14,42.858,57.58,21.83,5.48,59.56,10.15,2.552544855364336,2022,3,24
449,2022-03-25,10.646,48.7,57.09,8.56,2.53,19.14,4.75,2.15419296663661,2022,3,25
450,2022-03-26,20.766,34.763,44.99,14.22,5.8,35.66,12.29,2.395104895104895,2022,3,26
451,2022-03-27,13.062,52.29,61.01,8.67,4.35,20.11,8.53,2.199692780337942,2022,3,27
452,2022-03-28,16.342,52.31,59.84,9.23,4.66,20.4,9.9,2.181425485961123,2022,3,28
453,2022-03-29,13.585,23.205,30.35,11.55,3.17,28.81,6.31,2.385869565217391,2022,3,29
454,2022-03-30,23.025,19.339,26.92,14.69,3.65,37.53,7.33,2.446019629225736,2022,3,30
455,2022-03-31,35.041,0.237,6.24,0.0,0.0,0.0,0.0,0.0,2022,3,31
456,2021-04-01,15.658,18.367,29.1,14.09,2.94,44.23,7.25,3.022900763358778,2021,4,1
457,2021-04-02,13.044,38.332,55.79,15.61,2.74,41.71,6.04,2.602179836512261,2021,4,2
458,2021-04-03,26.217,23.128,30.76,18.22,5.28,44.71,11.44,2.38936170212766,2021,4,3
459,2021-04-04,18.84,27.863,38.92,23.19,1.89,52.6,3.69,2.244417862838916,2021,4,4
460,2021-04-05,20.953,19.307,24.78,18.67,2.3,41.95,3.98,2.190271816881259,2021,4,5
